product,rating,rating count,price,product url
AusLook Plus Size Tunic for Women Double Ruffle Short Sleeve Clothes Loose Fit Clothing Flowy Shirts Summer Tops  ,4.3 out of 5 stars,632  ,25.99,https://amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg1_1?ie=UTF8&adId=A096628010HDJ0Z95ATTC&qualifier=1682203563&id=8591618705150370&widgetName=sp_mtf&url=%2FAuslook-Clothes-Crewneck-Clothing-Maternity%2Fdp%2FB09XKDYRDM%2Fref%3Dsr_1_27_sspa%3Fkeywords%3Dclothing%26qid%3D1682203563%26sr%3D8-27-spons%26psc%3D1
Niidor Strapless Adhesive Bra Lace Sticky Bra Light Padded Backless Bra with Breast Petals  ,2.8 out of 5 stars,311  ,15.99,https://amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg1_1?ie=UTF8&adId=A0366109G7MLMFFAYZKZ&qualifier=1682203563&id=8591618705150370&widgetName=sp_mtf&url=%2FNiidor-Adhesive-Backless-Invisible-Strapless%2Fdp%2FB098L2KWXS%2Fref%3Dsr_1_28_sspa%3Fkeywords%3Dclothing%26qid%3D1682203563%26sr%3D8-28-spons%26psc%3D1
Amazon Essentials Men's Slim-Fit Stretch Golf Pant  ,4.3 out of 5 stars,13262  ,23.92,https://amazon.com/Amazon-Essentials-Slim-Fit-Stretch-Black/dp/B07K3J1XVX/ref=sr_1_29?keywords=clothing&qid=1682203563&sr=8-29
Lviefent Womens Lightweight Full Zip Running Track Jacket Workout Slim Fit Yoga Sportwear with Thumb Holes  ,4.4 out of 5 stars,4652  ,20.35,https://amazon.com/Lviefent-Lightweight-Running-Workout-Sportwear/dp/B091BVBJPD/ref=sr_1_30?keywords=clothing&qid=1682203563&sr=8-30
Hudson Baby Unisex Baby Cotton Layette Set  ,4.8 out of 5 stars,4172  ,15.99,https://amazon.com/Hudson-Baby-Clothing-Princess-Months/dp/B07D8ZDVYJ/ref=sr_1_32?keywords=clothing&qid=1682203563&sr=8-32
NAVISKIN Men's Rash Guard Shirts Swim Shirts UPF 50+ UV Sun Protection Long Sleeve Shirts Lightweight Quick Dry  ,4.6 out of 5 stars,8776  ,20.99,https://amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg1_1?ie=UTF8&adId=A04961352HHW55IHIMRJ4&qualifier=1682203563&id=8591618705150370&widgetName=sp_mtf&url=%2FNAVISKIN-Protection-Outdoor-Sleeve-Shirts%2Fdp%2FB0BHN4D9G5%2Fref%3Dsr_1_33_sspa%3Fkeywords%3Dclothing%26qid%3D1682203563%26sr%3D8-33-spons%26psc%3D1
MAGCOMSEN Men's Workout Gym Hiking Shorts Quick Dry 3/4 Capri Pants Zipper Pockets Athletic Running Shorts  ,4.4 out of 5 stars,108  ,32.98,https://amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg1_1?ie=UTF8&adId=A0707223MW03JSV4N3HO&qualifier=1682203563&id=8591618705150370&widgetName=sp_mtf&url=%2FMAGCOMSEN-Pockets-Outdoor-Stretchy-Trousers%2Fdp%2FB07D19JVS2%2Fref%3Dsr_1_34_sspa%3Fkeywords%3Dclothing%26qid%3D1682203563%26sr%3D8-34-spons%26psc%3D1%26smid%3DA3U9RCE56GV0D0
Womens Short Sleeve Summer Tops for Leggings Loose Fit Button Pullover Blouse Shirts with Shirring Hem S-3XL  ,4.4 out of 5 stars,2275  ,21.24,https://amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg1_1?ie=UTF8&adId=A05514872WPZEMZY9SGRB&qualifier=1682203563&id=8591618705150370&widgetName=sp_mtf&url=%2FWomens-Sleeve-Flower-Blouse-Summer%2Fdp%2FB09T71ZR5B%2Fref%3Dsr_1_35_sspa%3Fkeywords%3Dclothing%26qid%3D1682203563%26sr%3D8-35-spons%26psc%3D1
Hudson Baby Unisex Baby Cotton Sleeveless Bodysuits  ,4.8 out of 5 stars,33520  ,15.99,https://amazon.com/Hudson-Baby-Sleeveless-Cotton-Bodysuits/dp/B079YFV6B8/ref=sr_1_36?keywords=clothing&qid=1682203563&sr=8-36
"Amazon Essentials Men's Performance Tech Loose-Fit Shorts (Available in Big & Tall), Multipacks  ",4.6 out of 5 stars,60826  ,18.32,https://amazon.com/Amazon-Essentials-2-Pack-Loose-Fit-Performance/dp/B08JLCW7VN/ref=sr_1_37?keywords=clothing&qid=1682203563&sr=8-37
EFAN Women's Cute Hoodies Teen Girl Fall Jacket Oversized Sweatshirts Casual Drawstring Clothes Zip Up Y2K Hoodie with Pocket  ,4.4 out of 5 stars,4033  ,36.99,https://amazon.com/EFAN-Oversized-Sweatshirts-Drawstring-Hoodies/dp/B09D2RNYZS/ref=sr_1_38?keywords=clothing&qid=1682203563&sr=8-38
Amazon Essentials Women's Lightweight Open-Front Cardigan Sweater (Available in Plus Size)  ,4.4 out of 5 stars,16299  ,28.5,https://amazon.com/Amazon-Essentials-Open-Front-Cardigan-Sweater/dp/B07F2HXZ4Y/ref=sr_1_39?keywords=clothing&qid=1682203563&sr=8-39
"Simple Joys by Carter's Toddler Girls' Short-Sleeve Graphic Tees, Pack of 3  ",4.8 out of 5 stars,9796  ,17.1,https://amazon.com/Simple-Joys-Carters-Toddler-Graphic/dp/B076XS3QCR/ref=sr_1_40?keywords=clothing&qid=1682203563&sr=8-40
"Simple Joys by Carter's Unisex Babies' 4-Piece Jacket, Pant, and Bodysuit Set  ",4.8 out of 5 stars,4412  ,18.6,https://amazon.com/Simple-Joys-Carters-4-Piece-Bodysuit/dp/B07MY1BN8R/ref=sr_1_41?keywords=clothing&qid=1682203563&sr=8-41
"Simple Joys by Carter's Baby Girls' Romper, Sunsuit and Dress, Pack of 3  ",4.8 out of 5 stars,11019  ,23.8,https://amazon.com/Simple-Joys-Carters-Sunsuit-Cherries/dp/B071FSKGZD/ref=sr_1_42?keywords=clothing&qid=1682203563&sr=8-42
OVESPORT Workout Shorts for Women Scrunch Butt Lifting High Waisted Yoga Gym Seamless Booty Biker Shorts  ,4.5 out of 5 stars,490  ,32.99,https://amazon.com/OVESPORT-Workout-Scrunch-Lifting-Seamless/dp/B0BD87CNBF/ref=sr_1_43?keywords=clothing&qid=1682203563&sr=8-43
The Children's Place Boys' Short Sleeve Graphic T-Shirt  ,4.8 out of 5 stars,893  ,4.6,https://amazon.com/Childrens-Place-Sleeve-Graphic-T-Shirt/dp/B0BM8L789Q/ref=sr_1_44?keywords=clothing&qid=1682203563&sr=8-44
The Children's Place Baby Girls' and Toddler Pull on Jean Shorts  ,4.9 out of 5 stars,40  ,12.25,https://amazon.com/Childrens-Place-Toddler-Shorts-Months/dp/B0BMHWX63W/ref=sr_1_45?keywords=clothing&qid=1682203563&sr=8-45
Amazon Essentials Women's Slim-Fit Half Sleeve Square Neck T-Shirt  ,4.3 out of 5 stars,3796  ,13.52,https://amazon.com/Amazon-Essentials-Womens-Sleeve-T-Shirt/dp/B08J939VJK/ref=sr_1_46?keywords=clothing&qid=1682203563&sr=8-46
The Children's Place Baby Toddler Girls Basic Denim Jacket  ,4.8 out of 5 stars,16815  ,9.98,https://amazon.com/Childrens-Place-Girls-Jacket-Months/dp/B01FWONMLC/ref=sr_1_47?keywords=clothing&qid=1682203563&sr=8-47
Women’s Bootcut Yoga Pants - Flare Leggings for Women High Waisted Crossover Workout Lounge Bell Bottom Jazz Dress Pants  ,4.2 out of 5 stars,3223  ,18.99,https://amazon.com/Womens-Bootcut-Yoga-Pants-Crossover/dp/B0B4N7P4WQ/ref=sr_1_48?keywords=clothing&qid=1682203563&sr=8-48
Gerber baby-boys 4 Pack Sleep 'N Play Footie  ,4.7 out of 5 stars,41703  ,23.99,https://amazon.com/Gerber-Sleep-Footie-Jungle-Months/dp/B08BV2M73D/ref=sr_1_49?keywords=clothing&qid=1682203563&sr=8-49
"Hudson Baby Unisex Baby Plush Animal Face Bathrobe, Pretty Elephant, 0-9 Months  ",4.8 out of 5 stars,34851  ,10.99,https://amazon.com/Hudson-Baby-Animal-Bathrobe-Elephant/dp/B074P49GC8/ref=sr_1_50?keywords=clothing&qid=1682203563&sr=8-50
Onesies Brand baby-boys 4-pack Sleep 'N Play Footies  ,4.7 out of 5 stars,15357  ,19.99,https://amazon.com/Onesies-Brand-4-Pack-Footie-Months/dp/B088NV5PWC/ref=sr_1_51?keywords=clothing&qid=1682203563&sr=8-51
"Burt's Bees Baby baby-boys Bodysuits, 5-pack Short & Long Sleeve One-pieces, 100% Organic Cotton  ",4.8 out of 5 stars,5349  ,12.05,https://amazon.com/Burts-Bees-Baby-Bodysuits-Organic/dp/B00JE1YF0W/ref=sr_1_52?keywords=clothing&qid=1682203563&sr=8-52
SHEWIN Womens Short Sleeve Crewneck Shirts Loose Casual Tee T-Shirt  ,4.1 out of 5 stars,19351  ,22.98,https://amazon.com/Biucly-Womens-Crewneck-Tshirts-Apricot/dp/B08V5B29GB/ref=sr_1_53?keywords=clothing&qid=1682203563&sr=8-53
"QIANXIZHAN Women's Harem Pants, High Waist Yoga Boho Trousers with Pockets  ",4.4 out of 5 stars,11083  ,25.95,https://amazon.com/QIANXIZHAN-Pants-Yoga-Trousers-Pockets/dp/B09DKXVVCQ/ref=sr_1_54?keywords=clothing&qid=1682203563&sr=8-54
Simple Joys by Carter's Toddlers and Baby Girls' 3-Piece Playwear Set  ,4.8 out of 5 stars,944  ,19.0,https://amazon.com/Simple-Joys-Carters-Playwear-Cherries/dp/B08QW3W2SW/ref=sr_1_55?keywords=clothing&qid=1682203563&sr=8-55
The Children's Place Boys' 3 Pack and Toddler Basketball Shorts 3-Pack  ,4.6 out of 5 stars,1448  ,13.71,https://amazon.com/Childrens-Place-Toddler-Shorts-Multipacks/dp/B09MDNXH55/ref=sr_1_56?keywords=clothing&qid=1682203563&sr=8-56
Yovela Womens High Waisted Baggy Sweatpants Comfy Cotton High Waist Jogger Pants Y2k Trendy Lounge Trousers with Pockets  ,4.1 out of 5 stars,2920  ,27.99,https://amazon.com/Yovela-Womens-Athletic-Sweatpants-Pockets/dp/B09BFD1H3C/ref=sr_1_57?keywords=clothing&qid=1682203563&sr=8-57
"Simple Joys by Carter's Baby Boys' Snap-Up Rompers, Pack of 3  ",4.8 out of 5 stars,13016  ,20.0,https://amazon.com/Simple-Joys-Carters-Snap-up-Alligators/dp/B07GKZ3MMK/ref=sr_1_58?keywords=clothing&qid=1682203563&sr=8-58
The Children's Place Baby 2 Pack and Toddler Boys Basic Straight Leg Jeans 2-Pack  ,4.7 out of 5 stars,911  ,13.2,https://amazon.com/Childrens-Place-Toddler-Straight-2-Pack/dp/B08P5587X7/ref=sr_1_59?keywords=clothing&qid=1682203563&sr=8-59
Gerber unisex-baby 8-pack Short Sleeve Onesies Bodysuits  ,4.8 out of 5 stars,47612  ,21.99,https://amazon.com/Gerber-Short-Sleeve-Onesies-Bodysuits-Animals/dp/B081DHHT36/ref=sr_1_60?keywords=clothing&qid=1682203563&sr=8-60
Womens Short Sleeve Summer Tops for Leggings Loose Fit Button Pullover Blouse Shirts with Shirring Hem S-3XL  ,4.4 out of 5 stars,2275  ,21.24,https://amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg2_1?ie=UTF8&adId=A05514872WPZEMZY9SGRB&qualifier=1682203567&id=4142630354462977&widgetName=sp_atf_next&url=%2FWomens-Sleeve-Flower-Blouse-Summer%2Fdp%2FB09T71ZR5B%2Fref%3Dsr_1_49_sspa%3Fkeywords%3Dclothing%26qid%3D1682203567%26sr%3D8-49-spons%26psc%3D1
TACVASEN Women's Short Sleeve Shirts Sun Protection T-Shrit UPF 50+ Quick Dry Outdoor Yoga Running Gym Workout Tops  ,4.5 out of 5 stars,197  ,18.98,https://amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg2_1?ie=UTF8&adId=A032357814A4YAWU67OQ5&qualifier=1682203567&id=4142630354462977&widgetName=sp_atf_next&url=%2FTACVASEN-Outdoor-Running-Workout-Protection%2Fdp%2FB09161J6PZ%2Fref%3Dsr_1_50_sspa%3Fkeywords%3Dclothing%26qid%3D1682203567%26sr%3D8-50-spons%26psc%3D1%26smid%3DA316SIRIW8TU6I
MEROKEETY Women's Casual Cap Sleeve Lace Trim V Neck Tops 2023 Summer Loose Tee Shirts Blouse  ,4.7 out of 5 stars,29  ,20.99,https://amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg2_1?ie=UTF8&adId=A073746331DKLSXAUJUJK&qualifier=1682203567&id=4142630354462977&widgetName=sp_atf_next&url=%2FMEROKEETY-Womens-Patchwork-V-Neck-Lightweight%2Fdp%2FB0BXT7LL6B%2Fref%3Dsr_1_51_sspa%3Fkeywords%3Dclothing%26qid%3D1682203567%26sr%3D8-51-spons%26psc%3D1
FMEYOA Women's Casual Boho Floral Printed V Neck Tops Short Layered Sleeve Summer Loose Blouse Shirts  ,3.8 out of 5 stars,26  ,24.99,https://amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg2_1?ie=UTF8&adId=A02398913IU31JQECVZ6A&qualifier=1682203567&id=4142630354462977&widgetName=sp_atf_next&url=%2FFMEYOA-Womens-Casual-Printed-Layered%2Fdp%2FB0BRKB5LSV%2Fref%3Dsr_1_52_sspa%3Fkeywords%3Dclothing%26qid%3D1682203567%26sr%3D8-52-spons%26psc%3D1
Amazon Essentials Men's Lightweight French Terry Jogger Pant (Available in Big & Tall)  ,4.9 out of 5 stars,19  ,19.92,https://amazon.com/Amazon-Essentials-Lightweight-French-Available/dp/B0BJDFC2PC/ref=sr_1_53?keywords=clothing&qid=1682203567&sr=8-53
"Simple Joys by Carter's Unisex Babies' Snap-Up Rompers, Pack of 3  ",4.9 out of 5 stars,4488  ,19.0,https://amazon.com/Simple-Joys-Carters-Snap-up-Rompers/dp/B07Y2K17F1/ref=sr_1_54?keywords=clothing&qid=1682203567&sr=8-54
Boao 4 Pieces Basic Crop Tank Tops Sleeveless Racerback Crop Sport Top for Women  ,4.5 out of 5 stars,42311  ,24.99,https://amazon.com/Pieces-Sleeveless-Racerback-Cotton-Medium/dp/B07TB5X4ZQ/ref=sr_1_55?keywords=clothing&qid=1682203567&sr=8-55
"Hudson Baby Unisex Baby Cotton Bodysuit, Shorts and Shoe Set  ",4.7 out of 5 stars,12450  ,13.99,https://amazon.com/Hudson-Baby-Cotton-Bodysuit-Bottoms/dp/B076BF83BK/ref=sr_1_56?keywords=clothing&qid=1682203567&sr=8-56
"Gerber baby-girls 3-piece Short Sleeve Onesies, Diaper Cover & Headband Set  ",4.7 out of 5 stars,192  ,15.0,https://amazon.com/Gerber-3-Piece-Sleeve-Onesies-Headband/dp/B09Q96RFJ7/ref=sr_1_57?keywords=clothing&qid=1682203567&sr=8-57
"Simple Joys by Carter's Toddlers and Baby Boys' Long-Sleeve Shirts, Multipacks  ",4.8 out of 5 stars,16974  ,15.99,https://amazon.com/Simple-Joys-Carters-Toddler-Long-Sleeve/dp/B079617Z9R/ref=sr_1_58?keywords=clothing&qid=1682203567&sr=8-58
Womens Tops Ladies Tunics Casual Shirts Long Sleeve Hoodie Pullover Blouses Loose Fitting Tees Fashion  Clothing  Sweatshirts  ,4.5 out of 5 stars,3986  ,20.99,https://amazon.com/Sweatshirts-Lightweight-Sweaters-Sudaderas-Playeras/dp/B09C87TPDW/ref=sr_1_59?keywords=clothing&qid=1682203567&sr=8-59
The Children's Place Girls' Roll Cuff Shortie 3 Pack  ,4.6 out of 5 stars,12  ,27.58,https://amazon.com/Childrens-Place-Girls-Shortie-Denim/dp/B0BMDV2KPQ/ref=sr_1_60?keywords=clothing&qid=1682203567&sr=8-60
"Simple Joys by Carter's Girls and Toddlers' Tumbling Shorts, Pack of 4  ",4.8 out of 5 stars,2313  ,14.8,https://amazon.com/Simple-Joys-Carters-Toddler-Tumbling/dp/B08QW6YCGF/ref=sr_1_61?keywords=clothing&qid=1682203567&sr=8-61
The Children's Place Baby Single and Toddler Boys Pull on Jogger Shorts  ,4.8 out of 5 stars,3405  ,6.0,https://amazon.com/Childrens-Place-Jogger-Shorts-18-24MONTH/dp/B07WVVR7KB/ref=sr_1_62?keywords=clothing&qid=1682203567&sr=8-62
"EcoSmart ECO 27 Tankless Water Heater, Electric, 27-kW - Quantity 1, 17 x 17 x 3.5  ",4.3 out of 5 stars,2709  ,433.26,https://amazon.com/EcoSmart-ECO-27-Modulating-Technology/dp/B002635ODW/ref=sr_1_63?keywords=clothing&qid=1682203567&sr=8-63
"Simple Joys by Carter's Baby Girls' Cotton Snap Footed Sleep and Play, Pack of 2  ",4.8 out of 5 stars,15660  ,17.1,https://amazon.com/Simple-Joys-Carters-2-Pack-Butterfly/dp/B01MY2FGUB/ref=sr_1_64?keywords=clothing&qid=1682203567&sr=8-64
YLDUJ AMUM Women Summer Ruffled Sleeves T-Shirts  ,4.0 out of 5 stars,42  ,16.99,https://amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg2_1?ie=UTF8&adId=A0214443235ARJLTIGAUC&qualifier=1682203567&id=4142630354462977&widgetName=sp_mtf&url=%2FWomens-Ruffle-Sleeve-Shirts-Summer%2Fdp%2FB0BC8VC3M7%2Fref%3Dsr_1_65_sspa%3Fkeywords%3Dclothing%26qid%3D1682203567%26sr%3D8-65-spons%26psc%3D1
Jescakoo Womens Long Sleeve Tops Twist Front Tunic Tops To Wear With Leggings Crewneck  ,3.9 out of 5 stars,1481  ,30.99,https://amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg2_1?ie=UTF8&adId=A093057227BWITSSJ0NXD&qualifier=1682203567&id=4142630354462977&widgetName=sp_mtf&url=%2FJescakoo-Womens-Halloween-Festival-Clothing%2Fdp%2FB0BGF8BW3P%2Fref%3Dsr_1_66_sspa%3Fkeywords%3Dclothing%26qid%3D1682203567%26sr%3D8-66-spons%26psc%3D1
Venado Heavyweight Camo Hoodie for Men - Hidden Security Pocket | v-neck Opening  ,4.6 out of 5 stars,668  ,29.99,https://amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg2_1?ie=UTF8&adId=A05161751DKP8SZTLQ8DJ&qualifier=1682203567&id=4142630354462977&widgetName=sp_mtf&url=%2FVenado-Heavyweight-Camo-Hoodie-Men%2Fdp%2FB08TT4M9F9%2Fref%3Dsr_1_67_sspa%3Fkeywords%3Dclothing%26qid%3D1682203567%26sr%3D8-67-spons%26psc%3D1
