product,rating,rating count,price,product url
LARACE Short Sleeve Shirts for Womens Plus Size Tops V Neck Tshirts Business Casual Summer Clothes Cut Out Tunic  ,4.1 out of 5 stars,5  ,24.99,https://amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg1_1?ie=UTF8&adId=A05009911TC8EHDFD6INA&qualifier=1682183211&id=1480765024972809&widgetName=sp_mtf&url=%2FLARACE-Clothes-Asymmetrical-Clothing-R-GrayishPurple%2Fdp%2FB0BXD8KGHZ%2Fref%3Dsr_1_27_sspa%3Fkeywords%3Dclothing%26qid%3D1682183211%26sr%3D8-27-spons%26psc%3D1
FMEYOA Women's Casual Boho Floral Printed V Neck Tops Short Layered Sleeve Summer Loose Blouse Shirts  ,3.8 out of 5 stars,26  ,24.99,https://amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg1_1?ie=UTF8&adId=A02398913IU31JQECVZ6A&qualifier=1682183211&id=1480765024972809&widgetName=sp_mtf&url=%2FFMEYOA-Womens-Casual-Printed-Layered%2Fdp%2FB0BRKB5LSV%2Fref%3Dsr_1_28_sspa%3Fkeywords%3Dclothing%26qid%3D1682183211%26sr%3D8-28-spons%26psc%3D1
Lviefent Womens Lightweight Full Zip Running Track Jacket Workout Slim Fit Yoga Sportwear with Thumb Holes  ,4.4 out of 5 stars,4651  ,20.35,https://amazon.com/Lviefent-Lightweight-Running-Workout-Sportwear/dp/B091BVBJPD/ref=sr_1_29?keywords=clothing&qid=1682183211&sr=8-29
Amazon Essentials Women's Brushed Tech Stretch Crop Jogger Pant (Available in Plus Size)  ,4.4 out of 5 stars,3840  ,23.7,https://amazon.com/Amazon-Essentials-Brushed-Stretch-Spacedye/dp/B07FK1FXNL/ref=sr_1_30?keywords=clothing&qid=1682183211&sr=8-30
"Simple Joys by Carter's Toddler Girls' Short-Sleeve Graphic Tees, Pack of 3  ",4.8 out of 5 stars,9796  ,17.1,https://amazon.com/Simple-Joys-Carters-Toddler-Graphic/dp/B076XS3QCR/ref=sr_1_32?keywords=clothing&qid=1682183211&sr=8-32
Danedvi Women Fashion V-Neck Half Sleeves Oversized T Shirt Solid Casual Loose Basic Tops  ,3.7 out of 5 stars,6320  ,22.99,https://amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg1_1?ie=UTF8&adId=A0226823MAB8A92HT3K8&qualifier=1682183211&id=1480765024972809&widgetName=sp_mtf&url=%2FDanedvi-Fashion-V-Neck-Sleeves-Oversized%2Fdp%2FB09929JQS1%2Fref%3Dsr_1_33_sspa%3Fkeywords%3Dclothing%26qid%3D1682183211%26sr%3D8-33-spons%26psc%3D1%26smid%3DA3DYKY6QH2I5OP
Newshows Women's Summer V Neck Spaghetti Strap Sleeveless Casual Split Long Maxi Dress  ,4.3 out of 5 stars,2678  ,35.98,https://amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg1_1?ie=UTF8&adId=A008448224RSXZQFV4820&qualifier=1682183211&id=1480765024972809&widgetName=sp_mtf&url=%2FNewshows-Womens-Summer-Spaghetti-Sleeveless%2Fdp%2FB09JP56V5D%2Fref%3Dsr_1_34_sspa%3Fkeywords%3Dclothing%26qid%3D1682183211%26sr%3D8-34-spons%26psc%3D1
FeelinGirl Shapewear Bodysuit for Women Tummy Control Tops Seamless Bodyshapers Thong Short/Half/Short Puff/Long Puff Sleeve  ,4.0 out of 5 stars,368  ,39.99,https://amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg1_1?ie=UTF8&adId=A06790602I6CPNQFPV70M&qualifier=1682183211&id=1480765024972809&widgetName=sp_mtf&url=%2FFeelinGirl-Slimming-Bodysuit-Shapewear-Seamless%2Fdp%2FB0B58T67TK%2Fref%3Dsr_1_35_sspa%3Fkeywords%3Dclothing%26qid%3D1682183211%26sr%3D8-35-spons%26psc%3D1
WIHOLL Tank Tops for Women Casual Summer Keyhole Neck Sleeveless Shirts Loose Blouses  ,4.4 out of 5 stars,1020  ,23.99,https://amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg1_1?ie=UTF8&adId=A043814412RP6O85V5TDL&qualifier=1682183211&id=1480765024972809&widgetName=sp_mtf&url=%2FCasual-Summer-Sleeveless-Blouses-Clothing%2Fdp%2FB0BJPLVGL3%2Fref%3Dsr_1_36_sspa%3Fkeywords%3Dclothing%26qid%3D1682183211%26sr%3D8-36-spons%26psc%3D1
EFAN Women's Cute Hoodies Teen Girl Fall Jacket Oversized Sweatshirts Casual Drawstring Clothes Zip Up Y2K Hoodie with Pocket  ,4.4 out of 5 stars,4033  ,36.99,https://amazon.com/EFAN-Oversized-Sweatshirts-Drawstring-Hoodies/dp/B09D2RNYZS/ref=sr_1_37?keywords=clothing&qid=1682183211&sr=8-37
"Simple Joys by Carter's Unisex Babies' 4-Piece Jacket, Pant, and Bodysuit Set  ",4.8 out of 5 stars,4412  ,18.6,https://amazon.com/Simple-Joys-Carters-4-Piece-Bodysuit/dp/B07MY1BN8R/ref=sr_1_38?keywords=clothing&qid=1682183211&sr=8-38
The Children's Place Baby Girls' and Toddler Pull on Jean Shorts  ,4.9 out of 5 stars,40  ,12.25,https://amazon.com/Childrens-Place-Toddler-Shorts-Months/dp/B0BMHWX63W/ref=sr_1_39?keywords=clothing&qid=1682183211&sr=8-39
The Children's Place Boys' Short Sleeve Graphic T-Shirt  ,4.8 out of 5 stars,892  ,4.6,https://amazon.com/Childrens-Place-Sleeve-Graphic-T-Shirt/dp/B0BM8L789Q/ref=sr_1_41?keywords=clothing&qid=1682183211&sr=8-41
Simple Joys by Carter's Toddlers and Baby Girls' 3-Piece Playwear Set  ,4.8 out of 5 stars,944  ,19.0,https://amazon.com/Simple-Joys-Carters-Playwear-Cherries/dp/B08QW4C5W2/ref=sr_1_42?keywords=clothing&qid=1682183211&sr=8-42
OVESPORT Workout Shorts for Women Scrunch Butt Lifting High Waisted Yoga Gym Seamless Booty Biker Shorts  ,4.5 out of 5 stars,490  ,32.99,https://amazon.com/OVESPORT-Workout-Scrunch-Lifting-Seamless/dp/B0BD87CNBF/ref=sr_1_43?keywords=clothing&qid=1682183211&sr=8-43
Amazon Essentials Women's Slim-Fit Half Sleeve Square Neck T-Shirt  ,4.3 out of 5 stars,3796  ,13.52,https://amazon.com/Amazon-Essentials-Womens-Sleeve-T-Shirt/dp/B08J939VJK/ref=sr_1_44?keywords=clothing&qid=1682183211&sr=8-44
Amazon Essentials Men's Lightweight French Terry Jogger Pant (Available in Big & Tall)  ,4.9 out of 5 stars,19  ,19.92,https://amazon.com/Amazon-Essentials-Lightweight-French-Available/dp/B0BJDFC2PC/ref=sr_1_47?keywords=clothing&qid=1682183211&sr=8-47
Women’s Bootcut Yoga Pants - Flare Leggings for Women High Waisted Crossover Workout Lounge Bell Bottom Jazz Dress Pants  ,4.2 out of 5 stars,3223  ,18.99,https://amazon.com/Womens-Bootcut-Yoga-Pants-Crossover/dp/B0B4N7P4WQ/ref=sr_1_48?keywords=clothing&qid=1682183211&sr=8-48
The Children's Place Girls' Roll Cuff Shortie 3 Pack  ,4.6 out of 5 stars,12  ,27.58,https://amazon.com/Childrens-Place-Girls-Shortie-Denim/dp/B0BMDV2KPQ/ref=sr_1_49?keywords=clothing&qid=1682183211&sr=8-49
The Children's Place Baby 2 Pack and Toddler Boys Basic Straight Leg Jeans 2-Pack  ,4.7 out of 5 stars,910  ,13.2,https://amazon.com/Childrens-Place-Toddler-Straight-2-Pack/dp/B08P5587X7/ref=sr_1_54?keywords=clothing&qid=1682183211&sr=8-54
"Simple Joys by Carter's Unisex Babies' Snap-Up Rompers, Pack of 3  ",4.9 out of 5 stars,4488  ,19.0,https://amazon.com/Simple-Joys-Carters-Snap-up-Rompers/dp/B07Y2K17F1/ref=sr_1_56?keywords=clothing&qid=1682183211&sr=8-56
Yovela Womens High Waisted Baggy Sweatpants Comfy Cotton High Waist Jogger Pants Y2k Trendy Lounge Trousers with Pockets  ,4.1 out of 5 stars,2920  ,27.99,https://amazon.com/Yovela-Womens-Athletic-Sweatpants-Pockets/dp/B09BFD1H3C/ref=sr_1_57?keywords=clothing&qid=1682183211&sr=8-57
"Gerber baby-girls 3-piece Short Sleeve Onesies, Diaper Cover & Headband Set  ",4.7 out of 5 stars,192  ,15.0,https://amazon.com/Gerber-3-Piece-Sleeve-Onesies-Headband/dp/B09Q96RFJ7/ref=sr_1_58?keywords=clothing&qid=1682183211&sr=8-58
The Children's Place Baby Single and Toddler Boys Pull on Jogger Shorts  ,4.8 out of 5 stars,3405  ,6.0,https://amazon.com/Childrens-Place-Jogger-Shorts-18-24MONTH/dp/B07WVVR7KB/ref=sr_1_60?keywords=clothing&qid=1682183211&sr=8-60
TACVASEN Women's Short Sleeve Shirts Sun Protection T-Shrit UPF 50+ Quick Dry Outdoor Yoga Running Gym Workout Tops  ,4.5 out of 5 stars,197  ,18.98,https://amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg2_1?ie=UTF8&adId=A032357814A4YAWU67OQ5&qualifier=1682183222&id=3703371747456309&widgetName=sp_atf_next&url=%2FTACVASEN-Outdoor-Running-Workout-Protection%2Fdp%2FB09161J6PZ%2Fref%3Dsr_1_49_sspa%3Fkeywords%3Dclothing%26qid%3D1682183222%26sr%3D8-49-spons%26psc%3D1%26smid%3DA316SIRIW8TU6I
Women Oversized T-Shirt Summer Casual Short Sleeve Loose Tee Tops  ,4.3 out of 5 stars,185  ,23.99,https://amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg2_1?ie=UTF8&adId=A09272121NNEPKRZQSMYR&qualifier=1682183222&id=3703371747456309&widgetName=sp_atf_next&url=%2FOversized-T-Shirt-Summer-Casual-Sleeve%2Fdp%2FB09YRJ1LJJ%2Fref%3Dsr_1_50_sspa%3Fkeywords%3Dclothing%26qid%3D1682183222%26sr%3D8-50-spons%26psc%3D1
MEROKEETY Women's Casual Cap Sleeve Lace Trim V Neck Tops 2023 Summer Loose Tee Shirts Blouse  ,4.7 out of 5 stars,29  ,20.99,https://amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg2_1?ie=UTF8&adId=A073746331DKLSXAUJUJK&qualifier=1682183222&id=3703371747456309&widgetName=sp_atf_next&url=%2FMEROKEETY-Womens-Patchwork-V-Neck-Lightweight%2Fdp%2FB0BXT7LL6B%2Fref%3Dsr_1_51_sspa%3Fkeywords%3Dclothing%26qid%3D1682183222%26sr%3D8-51-spons%26psc%3D1
FMEYOA Women's Casual Boho Floral Printed V Neck Tops Short Layered Sleeve Summer Loose Blouse Shirts  ,3.8 out of 5 stars,26  ,24.99,https://amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg2_1?ie=UTF8&adId=A02398913IU31JQECVZ6A&qualifier=1682183222&id=3703371747456309&widgetName=sp_atf_next&url=%2FFMEYOA-Womens-Casual-Printed-Layered%2Fdp%2FB0BRKB5LSV%2Fref%3Dsr_1_52_sspa%3Fkeywords%3Dclothing%26qid%3D1682183222%26sr%3D8-52-spons%26psc%3D1
The Children's Place Baby Single and Toddler Boys Pull on Jogger Shorts  ,4.8 out of 5 stars,3405  ,6.0,https://amazon.com/Childrens-Place-Jogger-Shorts-18-24MONTH/dp/B07WVVR7KB/ref=sr_1_53?keywords=clothing&qid=1682183222&sr=8-53
Simple Joys by Carter's Baby Girls' 4-Piece Bodysuit and Pant Set  ,4.8 out of 5 stars,2957  ,20.0,https://amazon.com/Simple-Joys-Carters-4-Piece-Bodysuit/dp/B07ZPQDH55/ref=sr_1_57?keywords=clothing&qid=1682183222&sr=8-57
"Simple Joys by Carter's Girls and Toddlers' Tumbling Shorts, Pack of 4  ",4.8 out of 5 stars,2313  ,14.8,https://amazon.com/Simple-Joys-Carters-Toddler-Tumbling/dp/B08QW6YCGF/ref=sr_1_58?keywords=clothing&qid=1682183222&sr=8-58
Lee Women's Wrinkle Free Relaxed Fit Straight Leg Pants Mid-Rise  ,4.1 out of 5 stars,2141  ,34.9,https://amazon.com/LEE-Womens-Wrinkle-Relaxed-Straight/dp/B07R635KGT/ref=sr_1_59?keywords=clothing&qid=1682183222&sr=8-59
ETCYY Womens Summer Tops 2023 Trendy Casual Puff Sleeve V Neck T Shirts Cute Tops Lace Short Sleeve Shirts  ,4.3 out of 5 stars,49  ,23.98,https://amazon.com/ETCYY-Womens-Summer-Trendy-Casual/dp/B0BWJQMD1W/ref=sr_1_61?keywords=clothing&qid=1682183222&sr=8-61
The Children's Place Boys' 3 Pack and Toddler Basketball Shorts 3-Pack  ,4.6 out of 5 stars,1448  ,13.61,https://amazon.com/Childrens-Place-Toddler-Shorts-Multipacks/dp/B09MDNXH55/ref=sr_1_64?keywords=clothing&qid=1682183222&sr=8-64
Womens Short Sleeve Summer Tops for Leggings Loose Fit Button Pullover Blouse Shirts with Shirring Hem S-3XL  ,4.4 out of 5 stars,2274  ,21.24,https://amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg2_1?ie=UTF8&adId=A05514872WPZEMZY9SGRB&qualifier=1682183222&id=3703371747456309&widgetName=sp_mtf&url=%2FWomens-Sleeve-Flower-Blouse-Summer%2Fdp%2FB09T71ZR5B%2Fref%3Dsr_1_65_sspa%3Fkeywords%3Dclothing%26qid%3D1682183222%26sr%3D8-65-spons%26psc%3D1
FeelinGirl Shapewear Bodysuit for Women Tummy Control Tops Seamless Bodyshapers Thong Short/Half/Short Puff/Long Puff Sleeve  ,4.0 out of 5 stars,368  ,39.99,https://amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg2_1?ie=UTF8&adId=A06790602I6CPNQFPV70M&qualifier=1682183222&id=3703371747456309&widgetName=sp_mtf&url=%2FFeelinGirl-Slimming-Bodysuit-Shapewear-Seamless%2Fdp%2FB0B58T67TK%2Fref%3Dsr_1_66_sspa%3Fkeywords%3Dclothing%26qid%3D1682183222%26sr%3D8-66-spons%26psc%3D1
AusLook Plus Size Tunic for Women Double Ruffle Short Sleeve Clothes Loose Fit  Clothing  Flowy Shirts Summer Tops  ,4.3 out of 5 stars,632  ,25.99,https://amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg2_1?ie=UTF8&adId=A096628010HDJ0Z95ATTC&qualifier=1682183222&id=3703371747456309&widgetName=sp_mtf&url=%2FAuslook-Clothes-Crewneck-Clothing-Maternity%2Fdp%2FB09XKDYRDM%2Fref%3Dsr_1_67_sspa%3Fkeywords%3Dclothing%26qid%3D1682183222%26sr%3D8-67-spons%26psc%3D1
WIHOLL Tank Tops for Women Casual Summer Keyhole Neck Sleeveless Shirts Loose Blouses  ,4.4 out of 5 stars,1020  ,23.99,https://amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg2_1?ie=UTF8&adId=A043814412RP6O85V5TDL&qualifier=1682183222&id=3703371747456309&widgetName=sp_mtf&url=%2FCasual-Summer-Sleeveless-Blouses-Clothing%2Fdp%2FB0BJPLVGL3%2Fref%3Dsr_1_68_sspa%3Fkeywords%3Dclothing%26qid%3D1682183222%26sr%3D8-68-spons%26psc%3D1
CUPSHE Women's Dresses Slip Boho Maxi Dress Lace Up Tassel V-Neck Flare Ruffle Beach Dressing  ,4.4 out of 5 stars,343  ,45.99,https://amazon.com/CUPSHE-Womens-Summer-Tassel-Dresses/dp/B0B2P7YPDG/ref=sr_1_69?keywords=clothing&qid=1682183222&sr=8-69
Womens Tops Ladies Tunics Casual Shirts Long Sleeve Hoodie Pullover Blouses Loose Fitting Tees Fashion  Clothing  Sweatshirts  ,4.5 out of 5 stars,3986  ,20.99,https://amazon.com/Sweatshirts-Lightweight-Sweaters-Sudaderas-Playeras/dp/B09C87TPDW/ref=sr_1_70?keywords=clothing&qid=1682183222&sr=8-70
"Burt's Bees Baby baby-boys Bodysuits, 5-pack Short & Long Sleeve One-pieces, 100% Organic Cotton  ",4.8 out of 5 stars,5349  ,12.05,https://amazon.com/Burts-Bees-Baby-Bodysuits-Organic/dp/B00JE1YF0W/ref=sr_1_71?keywords=clothing&qid=1682183222&sr=8-71
Danedvi Women Fashion V-Neck Half Sleeves Oversized T Shirt Solid Casual Loose Basic Tops  ,3.7 out of 5 stars,6320  ,22.99,https://amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg2_1?ie=UTF8&adId=A0226823MAB8A92HT3K8&qualifier=1682183222&id=3703371747456309&widgetName=sp_mtf&url=%2FDanedvi-Fashion-V-Neck-Sleeves-Oversized%2Fdp%2FB09929JQS1%2Fref%3Dsr_1_73_sspa%3Fkeywords%3Dclothing%26qid%3D1682183222%26sr%3D8-73-spons%26psc%3D1%26smid%3DA3DYKY6QH2I5OP
LARACE Short Sleeve Shirts for Womens Plus Size Tops V Neck Tshirts Business Casual Summer Clothes Cut Out Tunic  ,4.1 out of 5 stars,5  ,24.99,https://amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg2_1?ie=UTF8&adId=A05009911TC8EHDFD6INA&qualifier=1682183222&id=3703371747456309&widgetName=sp_mtf&url=%2FLARACE-Clothes-Asymmetrical-Clothing-R-GrayishPurple%2Fdp%2FB0BXD8KGHZ%2Fref%3Dsr_1_74_sspa%3Fkeywords%3Dclothing%26qid%3D1682183222%26sr%3D8-74-spons%26psc%3D1
Baby Layette Set Baby Boys' 9-Piece Bodysuits Pants Set Toddler Girl Boy Unisex Baby Gift Sets  ,4.8 out of 5 stars,441  ,37.99,https://amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg2_1?ie=UTF8&adId=A0125032TKEUTS1T3AUP&qualifier=1682183222&id=3703371747456309&widgetName=sp_mtf&url=%2FLayette-9-Piece-Bodysuits-Toddler-Unisex%2Fdp%2FB08GBVWK3Z%2Fref%3Dsr_1_75_sspa%3Fkeywords%3Dclothing%26qid%3D1682183222%26sr%3D8-75-spons%26psc%3D1%26smid%3DA3EJF33S01TNKV
NAVISKIN Men's Rash Guard Shirts Swim Shirts UPF 50+ UV Sun Protection Long Sleeve Shirts Lightweight Quick Dry  ,4.6 out of 5 stars,8776  ,20.99,https://amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg2_1?ie=UTF8&adId=A04961352HHW55IHIMRJ4&qualifier=1682183222&id=3703371747456309&widgetName=sp_mtf&url=%2FNAVISKIN-Protection-Outdoor-Sleeve-Shirts%2Fdp%2FB0BHN4D9G5%2Fref%3Dsr_1_76_sspa%3Fkeywords%3Dclothing%26qid%3D1682183222%26sr%3D8-76-spons%26psc%3D1
Newborn Infant Baby Girl Clothes Set Long Sleeve Sweatshirts Tops Pants Outfits  Clothing  Gifts 3 6 9 12 18 24 Months  ,4.6 out of 5 stars,4125  ,19.99,https://amazon.com/Flower-Newborn-Clothes-Sweatshirts-Outfits/dp/B08FQX9ZKD/ref=sr_1_79?keywords=clothing&qid=1682183222&sr=8-79
Sundwudu 4 Pack Biker Shorts for Women - 8” High Waist Tummy Control Summer Workout Shorts for Running Yoga Athletic  ,4.5 out of 5 stars,7340  ,23.99,https://amazon.com/Sundwudu-Pack-Biker-Shorts-Women/dp/B09ST7KQW7/ref=sr_1_80?keywords=clothing&qid=1682183222&sr=8-80
"Simple Joys by Carter's Toddlers and Baby Boys' 3-Piece Button-Up, Shorts, and Tee Playwear Set  ",4.8 out of 5 stars,4512  ,17.1,https://amazon.com/Simple-Joys-Carters-Playwear-Dinosaur/dp/B07ZPQ6NLM/ref=sr_1_83?keywords=clothing&qid=1682183222&sr=8-83
GAP Women's Cozy Rib Top Shirt  ,4.0 out of 5 stars,32  ,10.88,https://amazon.com/GAP-Womens-Tunic-Shirt-Medium/dp/B09XPYSDVP/ref=sr_1_84?keywords=clothing&qid=1682183222&sr=8-84
TNNZEET 7 Pack High Waisted 5” Biker Shorts for Women – Soft Black Workout Yoga Running Shorts  ,4.5 out of 5 stars,1439  ,29.99,https://amazon.com/TNNZEET-Waisted-Capri-Leggings-Women/dp/B08CXSS8FF/ref=sr_1_86?keywords=clothing&qid=1682183222&sr=8-86
Nike Men's Soccer Park III Shorts  ,4.1 out of 5 stars,5980  ,23.35,https://amazon.com/Nike-Soccer-Shorts-Small-Black/dp/B087LWNKFB/ref=sr_1_87?keywords=clothing&qid=1682183222&sr=8-87
Amazon Essentials Women's Sleeveless Woven Shirt  ,4.3 out of 5 stars,1774  ,21.8,https://amazon.com/Amazon-Essentials-Womens-Sleeveless-Leopard/dp/B082ZTBP1G/ref=sr_1_91?keywords=clothing&qid=1682183222&sr=8-91
GAP Women's Heritage Logo Short  ,4.3 out of 5 stars,67  ,8.88,https://amazon.com/GAP-Womens-Heritage-Shorts-Uniform/dp/B09V4TQNHM/ref=sr_1_92?keywords=clothing&qid=1682183222&sr=8-92
LaikaKud Women Mock Turtleneck Long Sleeve Shirt Pullover High Neck Undershirt Ribbed Thermal Shirts  ,4.2 out of 5 stars,397  ,11.99,https://amazon.com/Turtleneck-Undershirts-Layering-Pullover-Underwear/dp/B0BKC1JDZQ/ref=sr_1_93?keywords=clothing&qid=1682183222&sr=8-93
The Children's Place Baby Toddler Girls Denim Shortie Shorts 2-Pack  ,5.0 out of 5 stars,4  ,15.98,https://amazon.com/Childrens-Place-Toddler-Shortie-Shorts/dp/B0BMFFMK3F/ref=sr_1_94?keywords=clothing&qid=1682183222&sr=8-94
"Simple Joys by Carter's Toddler Boys' Short-Sleeve Graphic Tees, Pack of 3  ",4.8 out of 5 stars,7589  ,25.1,https://amazon.com/Simple-Joys-Carters-Toddler-Graphic/dp/B075XRBVVW/ref=sr_1_95?keywords=clothing&qid=1682183222&sr=8-95
OQQ Women's 3 Piece Tank Tops Ribbed Seamless Workout Exercise Shirts Yoga Crop Tops  ,4.4 out of 5 stars,1296  ,31.99,https://amazon.com/OQQ-Womens-Seamless-Workout-Exercise/dp/B0BRXJMWLV/ref=sr_1_96?keywords=clothing&qid=1682183222&sr=8-96
